what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433752104926
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752105364
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752118962
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752121544
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752123430
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1433752123481
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433752123751
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1433752124177
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752125580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752131444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752141668
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752142622
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1433752143814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433752145173
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433752145601
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1433752147614
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433752147879
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752148762
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752153460
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752156181
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752160124
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1433752161664
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1433752166650
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433752168185
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752169029
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752196771
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1433752210476
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1433752210779
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1433752211184
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433752212191
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752213406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433752237853
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1433752237862
