what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596377411
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596378553
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596383729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596387668
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596464649
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596471384
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596599030
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596601361
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596601485
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596601582
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596605953
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434596609150
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434596611595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596615308
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596707484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596717858
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596732884
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434596748003
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596749134
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596770794
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434596785198
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596785793
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596799594
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434596806796
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434596810509
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596824023
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596827842
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596829186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596830467
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596830819
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596831208
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434596834115
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434596843636
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434596843741
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434596849103
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596851073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596851803
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.copyLineDown",1434596871563
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434596875437
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596878442
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434596885490
