what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750720541
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750722080
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750722192
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750722379
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750723239
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750724040
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750725023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750725511
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750732349
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433750739690
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433750741056
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751102110
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751104484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751105123
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751110817
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751113059
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751125137
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.add.block.comment",1433751136293
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751137192
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751139705
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751143165
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751143873
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751145561
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751155209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751156714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751162709
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751165496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751166893
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751168475
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751170124
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751180109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433751180768
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751181241
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1433751182728
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433751183959
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751184216
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1433751195094
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751201926
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751258111
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1433751259597
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751260291
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751261083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751266154
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751272428
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751274955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751309610
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433751310468
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751310882
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751313923
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751314380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751317744
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433751318309
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751318686
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751319157
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751324201
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751324725
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751328088
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433751329031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751329292
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751331954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751338392
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751340129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751340608
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751340815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751345611
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1433751346707
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433751347069
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751347344
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751352467
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751358466
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751359555
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1433751359603
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751359739
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751376308
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751384862
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751385352
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751394402
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751402354
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751405318
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751410720
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751410983
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751412841
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433751417271
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751417495
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751419991
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751420761
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433751422296
