what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601472771
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601475830
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601479993
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601480282
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601487997
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601491223
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601491575
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601493651
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601494631
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1434601497652
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601498396
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434601499321
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601499633
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601501246
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601510315
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601514094
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601519131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601519555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601520466
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601522092
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601529138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601530770
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601533940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601535473
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601536738
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601538609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601539815
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601541576
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601542273
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434601545928
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601546239
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601546720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601551042
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434601553048
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601553327
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601553763
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601561783
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601562216
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601563586
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601576005
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601576235
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601578189
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601578684
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601579599
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601580065
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601580462
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601580883
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434601581310
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601581980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601586046
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601586421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601590714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434601603164
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601603449
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601607745
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434601608508
