what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433120937168
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433120948589
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1433120949732
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433120949989
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120953879
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120955500
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1433120955508
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120956222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120960132
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433120964196
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120964787
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120967858
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120969053
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120970611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433120971653
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433120971893
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120974187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120980506
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1433120983398
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433120994130
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1433121003861
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1433121003904
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121003952
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121005186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121005848
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121006830
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121011044
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121012026
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121012559
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1433121013382
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1433121014328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121021422
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121022257
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121022522
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121025211
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433121026107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121026390
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121034261
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1433121037600
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121038012
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1433121042912
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121044166
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121046538
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121047689
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121048394
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121053022
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1433121053606
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121053927
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1433121054577
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121054895
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1433121063856
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1433121065089
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121065515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121066857
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121069945
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121079491
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1433121079851
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121080159
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121089803
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121090308
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121091682
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121092978
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121093996
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1433121094410
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121094926
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121095205
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121096716
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121111875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1433121121790
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121125767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121126748
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1433121126756
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.navigate.showInQuickMenu",1433121133886
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121136694
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1433121137501
