what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434606772426
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606772632
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606773483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606776085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606777812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606806295
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1434606811402
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434606814416
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606814828
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434606816537
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606817051
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1434606820718
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606821202
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434606821711
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606821738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1434606821758
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606824117
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434606835496
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606835775
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.format.document",1434606836427
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606836809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606837246
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606839527
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606845630
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606845920
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606850205
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606853942
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606854220
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606860025
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606865225
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606865548
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606870140
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606883424
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606885529
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606886147
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606923195
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606925243
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606928373
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606931944
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1434606938064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434606939530
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606939803
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606940317
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606956693
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1434606959827
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434606961309
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434606961566
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434606961975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434607062619
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434607063489
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434607064302
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1434607065806
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434607068026
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1434607099513
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1434607099576
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1434607099576
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1434607099576
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1434607099763
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1434607099856
stopped,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1434607099856
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1434607099856
stopped,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1434607099856
stopped,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1434607099856
stopped,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1434607099856
